Book Link,Title,Author,Genre,Language,Average Rating,Number of Ratings,Publication Date,Number of Pages,Currently Reading,Want to Read,Age at Publication
https://www.goodreads.com/book/show/134512234-stephen-king-s-gearld-s-game-signed-first-edition-rare-as-it-has-a-d,STEPHEN KING’S “GEARLD’S GAME” SIGNED FIRST EDITION – RARE AS IT HAS A DRAWING BY KING ALONG WITH SIGNATURE!,Stephen King,,,5.0,1 rating0 reviews,,299.0,0.0,6.0,
https://www.goodreads.com/book/show/134082725-carrie-1975-thr-dark-half-1990-the-shining-1978,Carrie 1975 & Thr Dark Half 1990 & the Shining 1978,Stephen King,,,5.0,1 rating0 reviews,,299.0,0.0,0.0,
https://www.goodreads.com/book/show/133949331-the-dark-tower,THE DARK TOWER,Stephen King,,,5.0,1 rating0 reviews,2003-01-01,299.0,0.0,0.0,55.279945242984255
https://www.goodreads.com/book/show/137879057-tv-guide-feb-13-19-1999-storm-of-the-century,"TV GUIDE FEB. 13-19, 1999 (STORM OF THE CENTURY",Stephen King,,English,5.0,1 rating0 reviews,1999-01-01,299.0,0.0,0.0,51.279945242984255
https://www.goodreads.com/book/show/199420504-elevaci-n-elevation,Elevación [Elevation],Stephen King,,,5.0,1 rating0 reviews,2022-07-28,299.0,0.0,0.0,74.85010266940452
https://www.goodreads.com/book/show/199413601-the-dark-tower-v,The Dark Tower V: Wolves of the Calla,Stephen King,,,5.0,1 rating0 reviews,2012-06-14,299.0,0.0,0.0,64.73100616016427
https://www.goodreads.com/book/show/200278152-st-lkan-sem-elska-i-tom-gordon,Stúlkan sem elskaði Tom Gordon,Stephen King,,,5.0,1 rating0 reviews,1999-01-01,207.0,0.0,0.0,51.279945242984255
https://www.goodreads.com/book/show/200276096-r-l-gum,Úr álögum,Stephen King,,Icelandic,5.0,1 rating0 reviews,1995-01-01,420.0,0.0,0.0,47.279945242984255
https://www.goodreads.com/book/show/139648236-stephen-king-s-5-hardcover-collection-series,Stephen King's 5 Hardcover Collection Series,Stephen King,,,5.0,1 rating0 reviews,,299.0,0.0,3.0,
https://www.goodreads.com/book/show/197181785-stephen-king-the-dark-tower-treachery-complete-set-1-2-3-4-5-6-deepuppy,Stephen King The Dark Tower Treachery Complete Set #1 2 3 4 5 6 DeePuppy Comics,Stephen King,,English,5.0,1 rating0 reviews,2009-01-01,32.0,0.0,0.0,61.281314168377826
https://www.goodreads.com/book/show/196992530-a-collection-of-night-dream-stories-2-volumes,A Collection of Night Dream Stories (2 Volumes),Stephen King,,,5.0,1 rating0 reviews,2023-04-01,778.0,0.0,0.0,75.52635181382615
https://www.goodreads.com/book/show/143092539-antique-rare-44-mystery-stories-in-korean-stephen-king-ray-bradbury,Antique Rare 44 Mystery Stories in Korean ~ Stephen King ~ Ray Bradbury ~ Isaac Asimov [Hardcover] Stephen King,Stephen King,,,5.0,1 rating0 reviews,1800-01-01,299.0,0.0,0.0,-147.71526351813827
https://www.goodreads.com/book/show/142952044-antique-rare-the-dark-tower-by-stephen-king-books-5-6-7-8-song-of-su,"Antique Rare The Dark Tower by Stephen King ~ Books 5,6,7,8 ~ Song of Susannah ~ Wolves Calla [Hardcover] Stephen King",Stephen King,,English,5.0,1 rating0 reviews,1800-01-01,299.0,0.0,3.0,-147.71526351813827
https://www.goodreads.com/book/show/142950971-antique-rare-the-dark-tower-by-stephen-king-books-5-6-7-song-of-susa,"Antique Rare The Dark Tower by Stephen King ~ Books 5,6,7 ~ Song of Susannah ~ Wolves Calla [Paperback] Stephen King",Stephen King,,English,5.0,1 rating0 reviews,1800-01-01,299.0,0.0,0.0,-147.71526351813827
https://www.goodreads.com/book/show/142917253-antique-rare-the-dark-tower-boxset-by-stephen-king-trade-paperbacks-1,"Antique Rare The Dark Tower Boxset by Stephen King ~ Trade Paperbacks 1,2,3 ~ The Gunslinger [Hardcover] Mario Puzo",Stephen King,,English,5.0,1 rating0 reviews,1800-01-01,299.0,0.0,0.0,-147.71526351813827
https://www.goodreads.com/book/show/142844247-tv-guide-dec-5-11-1981,TV GUIDE DEC 5-11 1981,Stephen King,,,5.0,1 rating0 reviews,,299.0,0.0,0.0,
https://www.goodreads.com/book/show/141806746-stephen-king-5-paperback,Stephen King 5 paperback,Stephen King,,Norwegian,5.0,1 rating0 reviews,2015-01-01,299.0,0.0,0.0,67.27994524298425
https://www.goodreads.com/book/show/139598951-2-1982,闇の展覧会〈2〉 (1982年),Stephen King,,Japanese,5.0,1 rating0 reviews,,299.0,0.0,0.0,
https://www.goodreads.com/book/show/137887096-gespr-che-mit-dem-king-des-horrors,Gespräche Mit Dem 'King Des Horrors',Stephen King,,,5.0,1 rating0 reviews,1990-01-01,299.0,0.0,0.0,42.280629705681044
https://www.goodreads.com/book/show/137914259-ha-machon,Ha-Machon,Stephen King,,English,5.0,1 rating0 reviews,2020-01-01,553.0,0.0,0.0,72.27926078028747
https://www.goodreads.com/book/show/137922481-sleeping-beauties-3-cvr-a-wu,Sleeping Beauties #3 CVR A Wu,Stephen King,,,5.0,1 rating0 reviews,2020-01-01,299.0,0.0,0.0,72.27926078028747
https://www.goodreads.com/book/show/138466103-by-stephen-thraves---ghost-train,By Stephen Thraves - Ghost Train: Adventure Gamebook (1991-04-05) [Paperback],Stephen King,,Italian,5.0,1 rating0 reviews,,299.0,0.0,0.0,
https://www.goodreads.com/book/show/139532172-stephen-king-10-novel-paperback-set,Stephen King 10 Novel Paperback Set,Stephen King,,English,5.0,1 rating0 reviews,2002-01-01,299.0,0.0,0.0,54.280629705681044
https://www.goodreads.com/book/show/139598947,ドラゴンの眼　上下巻セット,Stephen King,,,5.0,1 rating0 reviews,,299.0,0.0,0.0,
https://www.goodreads.com/book/show/140849429-the-stand-for-the-first-time-complete-and-uncut-by-stephen-king-paperba,The Stand for the First Time Complete and Uncut By Stephen King (Paperback) Plus 2 Free Paperbacks: Carrie and Christine,Stephen King,,English,5.0,1 rating0 reviews,1991-01-01,299.0,0.0,0.0,43.279945242984255
https://www.goodreads.com/book/show/141347721-road-rage-by-richard-matheson,Road Rage by Richard Matheson,Stephen King,,English,5.0,1 rating0 reviews,,299.0,0.0,3.0,
https://www.goodreads.com/book/show/141622246-stephen-king-hardcover-novel-collection-12-book-set,Stephen King Hardcover Novel Collection 12 Book Set,Stephen King,,,5.0,1 rating0 reviews,2014-01-01,299.0,0.0,0.0,66.28062970568104
https://www.goodreads.com/book/show/141725205-under-the-dome,"Under the Dome: Part 2: A Novel by King, Stephen (March 25, 2014) Mass Market Paperback",Stephen King,,,5.0,1 rating0 reviews,,299.0,0.0,3.0,
https://www.goodreads.com/book/show/168377640-nuit-noire-toiles-mortes---nouvelle-dition-de-stephen-king,"Nuit noire, étoiles mortes - Nouvelle édition de Stephen King",Stephen King,,English,4.0,1 rating0 reviews,,299.0,0.0,0.0,
https://www.goodreads.com/book/show/199843802-holly-hardcover-lord-of-the-flies-by-william-golding-2-books-collecti,"Holly [Hardcover], Lord of the Flies By William Golding 2 Books Collection Set",Stephen King,,English,4.0,1 rating0 reviews,2023-10-02,299.0,0.0,0.0,76.03011635865845
https://www.goodreads.com/book/show/201118114-bad-little-kid,Bad Little Kid | ব্যাড লিটল কিড,Stephen King,,Bengali,4.0,1 rating0 reviews,2022-01-01,80.0,0.0,0.0,74.28062970568104
https://www.goodreads.com/book/show/142196333-the-best-horror-of-the-year-volume-4-by-laird-barron-peter-straub-john,"The Best Horror of the Year Volume 4 by Laird Barron, Peter Straub, John Langan, Stephen King (2012) Paperback",Stephen King,,,4.0,1 rating0 reviews,1900-01-01,299.0,0.0,2.0,-47.71800136892539
https://www.goodreads.com/book/show/208668941-oczy-smoka,Oczy smoka,Stephen King,,Polish,4.0,1 rating0 reviews,2010-01-01,400.0,0.0,0.0,62.280629705681044
https://www.goodreads.com/book/show/220497317-the-shawshank-redemption,"The Shawshank Redemption: On the 30th Anniversary of the iconic movie, one of the most popular in film history",Stephen King,,English,4.5,2,2024-11-14,130.0,0.0,0.0,77.14989733059548
https://www.goodreads.com/book/show/206707851-stephen-king-different-seasons-2-books-collection-set,Stephen King Different Seasons 2 Books Collection Set,Stephen King,,English,3.0,2,2024-02-01,464.0,0.0,2.0,76.36413415468857
https://www.goodreads.com/book/show/145184775-dark-tower-guide-to-gilead-comic-one-shot,DARK TOWER GUIDE TO GILEAD (COMIC) One Shot,Stephen King,,English,4.0,1 rating0 reviews,2009-01-01,299.0,0.0,0.0,61.281314168377826
https://www.goodreads.com/book/show/166308027-the-dark-tower-vol-1-gunslinger-illustrated,"The Dark Tower Vol.1 Gunslinger, Illustrated",Stephen King,,English,4.0,1 rating0 reviews,,299.0,0.0,0.0,
https://www.goodreads.com/book/show/217443480-the-dark-tower-vi,The Dark Tower VI: Song of Susannah,Stephen King,,English,4.0,1 rating0 reviews,2004-01-01,299.0,0.0,0.0,56.27926078028747
https://www.goodreads.com/book/show/211330267-nocna-zmiana,Nocna zmiana,Stephen King,,Polish,4.0,1 rating0 reviews,2009-01-01,438.0,0.0,0.0,61.281314168377826
https://www.goodreads.com/book/show/201118114-bad-little-kid,Bad Little Kid | ব্যাড লিটল কিড,Stephen King,,Bengali,4.0,1 rating0 reviews,2022-01-01,80.0,0.0,0.0,74.28062970568104
https://www.goodreads.com/book/show/199843802-holly-hardcover-lord-of-the-flies-by-william-golding-2-books-collecti,"Holly [Hardcover], Lord of the Flies By William Golding 2 Books Collection Set",Stephen King,,English,4.0,1 rating0 reviews,2023-10-02,299.0,0.0,0.0,76.03011635865845
https://www.goodreads.com/book/show/168377640-nuit-noire-toiles-mortes---nouvelle-dition-de-stephen-king,"Nuit noire, étoiles mortes - Nouvelle édition de Stephen King",Stephen King,,English,4.0,1 rating0 reviews,,299.0,0.0,0.0,
https://www.goodreads.com/book/show/165614265-stephen-king-and-peter-straub-boxed-set,Stephen King and Peter Straub Boxed Set: The Talisman and Black House,Stephen King,,,4.0,1 rating0 reviews,,299.0,0.0,0.0,
https://www.goodreads.com/book/show/165512744-four-past-midnight-volume-one,Four Past Midnight Volume One,Stephen King,,English,4.0,1 rating0 reviews,1990-01-01,299.0,0.0,0.0,42.280629705681044
https://www.goodreads.com/book/show/161341097-stephen-king-the-stand,Stephen King The Stand: Captain Trips #5,Stephen King,,,4.0,1 rating0 reviews,,299.0,0.0,0.0,
https://www.goodreads.com/book/show/158704379-stephen-king-hardcover-book-set,Stephen King Hardcover Book Set,Stephen King,,English,4.0,1 rating0 reviews,2004-01-01,299.0,0.0,0.0,56.27926078028747
https://www.goodreads.com/book/show/60407777-peter-straub,Peter Straub: An Informal Appreciation,Stephen King,,,4.0,1 rating0 reviews,1982-10-29,299.0,0.0,6.0,35.1047227926078
https://www.goodreads.com/book/show/62994767-estuche-stephen-king-el-rey-del-terror-tres-novelas-cl-sicas,Estuche Stephen King. El rey del terror. Tres novelas clásicas: Edicion limitada,Stephen King,,Spanish; Castilian,4.0,1 rating0 reviews,2022-10-06,299.0,0.0,2.0,75.04175222450377
https://www.goodreads.com/book/show/142196333-the-best-horror-of-the-year-volume-4-by-laird-barron-peter-straub-john,"The Best Horror of the Year Volume 4 by Laird Barron, Peter Straub, John Langan, Stephen King (2012) Paperback",Stephen King,,,4.0,1 rating0 reviews,1900-01-01,299.0,0.0,2.0,-47.71800136892539
